net,length_um
u_rf.reg1_q\[17\],37.36
_01180_,37.34
_01504_,37.34
u_rf.reg28_q\[22\],37.34
u_rf.reg21_q\[7\],37.335
u_rf.reg25_q\[20\],37.315
_02464_,37.3
_01345_,37.29
_03480_,37.28
u_rf.reg14_q\[20\],37.28
_01917_,37.24
u_rf.reg13_q\[19\],37.22
net435,37.2
_02325_,37.18
u_rf.reg25_q\[19\],37.085
u_decod.exe_ff_res_data_i\[1\],37.06
_01950_,37.02
_02104_,36.88
_03101_,36.84
u_decod.rs2_data_q\[10\],36.82
u_rf.reg8_q\[11\],36.82
_01781_,36.8
net452,36.8
_02155_,36.74
u_rf.reg24_q\[21\],36.72
_01507_,36.69
u_rf.reg24_q\[11\],36.69
_01762_,36.68
_02706_,36.64
clknet_leaf_8_clk,36.64
clknet_leaf_43_clk,36.58
u_rf.reg0_q\[22\],36.54
_04004_,36.46
_03059_,36.44
u_rf.reg25_q\[23\],36.405
u_rf.reg2_q\[28\],36.405
u_decod.exe_ff_res_data_i\[29\],36.4
_03971_,36.38
u_rf.reg1_q\[31\],36.38
u_rf.reg4_q\[28\],36.38
u_rf.reg10_q\[28\],36.375
_01303_,36.36
u_rf.reg23_q\[17\],36.32
net505,36.32
u_rf.reg1_q\[2\],36.27
u_rf.reg25_q\[24\],36.265
u_rf.reg25_q\[27\],36.18
u_rf.reg7_q\[27\],36.18
_01808_,36.14
u_rf.reg14_q\[23\],36.14
_03695_,36.06
_02493_,35.96
_02535_,35.94
net497,35.94
clknet_leaf_99_clk,35.88
u_rf.reg25_q\[21\],35.845
u_rf.reg29_q\[30\],35.84
u_rf.reg16_q\[8\],35.8
_01870_,35.76
u_rf.reg25_q\[11\],35.76
u_rf.reg21_q\[19\],35.68
u_rf.reg29_q\[5\],35.665
_01471_,35.6
u_rf.reg23_q\[6\],35.56
u_rf.reg11_q\[28\],35.48
_01202_,35.4
u_rf.reg27_q\[12\],35.4
u_decod.rs2_data_q\[20\],35.36
u_rf.reg27_q\[17\],35.36
u_rf.reg10_q\[20\],35.35
u_rf.reg24_q\[1\],35.345
u_rf.reg8_q\[2\],35.345
u_rf.reg21_q\[5\],35.34
_02328_,35.265
_02242_,35.24
_02029_,35.12
u_decod.exe_ff_res_data_i\[4\],35.1
_04248_,35.09
u_rf.reg12_q\[30\],35.06
_02584_,35.03
u_rf.reg17_q\[16\],35.02
u_rf.reg6_q\[23\],35.02
u_rf.reg25_q\[28\],34.98
_01124_,34.9
u_rf.reg31_q\[18\],34.86
u_decod.pc0_q_i\[25\],34.82
u_rf.reg8_q\[17\],34.8
_01344_,34.78
u_rf.reg18_q\[10\],34.755
_03829_,34.68
u_rf.reg12_q\[29\],34.68
_04283_,34.635
u_rf.reg6_q\[10\],34.6
u_rf.reg2_q\[21\],34.58
u_rf.reg10_q\[31\],34.57
u_rf.reg28_q\[18\],34.52
_02966_,34.5
_04937_,34.5
u_rf.reg5_q\[13\],34.5
_01266_,34.48
u_rf.reg28_q\[2\],34.48
u_rf.reg9_q\[25\],34.48
_02202_,34.46
u_rf.reg16_q\[16\],34.42
u_rf.reg9_q\[13\],34.385
u_rf.reg22_q\[15\],34.38
net363,34.36
u_rf.reg21_q\[29\],34.315
u_rf.reg7_q\[10\],34.26
_01415_,34.24
_04132_,34.21
_01824_,34.2
u_decod.rs2_data_q\[16\],34.2
_01891_,34.18
u_decod.exe_ff_res_data_i\[3\],34.18
u_rf.reg9_q\[10\],34.165
u_rf.reg28_q\[28\],34.06
u_rf.reg30_q\[3\],34.02
_02346_,34.005
u_rf.reg4_q\[10\],34
_02126_,33.98
u_rf.reg13_q\[23\],33.96
u_rf.reg16_q\[27\],33.96
_02588_,33.94
u_decod.pc_q_o\[30\],33.93
u_rf.reg16_q\[26\],33.92
_03791_,33.9
_02248_,33.84
u_rf.reg22_q\[1\],33.84
_01077_,33.8
_02221_,33.8
_01951_,33.76
u_rf.reg17_q\[1\],33.725
_02649_,33.72
u_rf.reg12_q\[7\],33.555
_03864_,33.54
_01214_,33.48
_02994_,33.48
u_rf.reg8_q\[5\],33.38
u_rf.reg19_q\[4\],33.365
_01286_,33.36
_01309_,33.34
u_rf.reg31_q\[5\],33.295
_01553_,33.28
u_rf.reg12_q\[13\],33.225
u_decod.rf_ff_res_data_i\[9\],33.2
net463,33.2
net137,33.16
u_rf.reg12_q\[0\],33.14
u_rf.reg12_q\[24\],33.14
u_rf.reg4_q\[23\],33.085
_01998_,33.08
u_rf.reg25_q\[13\],33.06
u_rf.reg1_q\[5\],33.055
_02872_,33
_02165_,32.98
_03974_,32.96
u_rf.reg31_q\[14\],32.88
u_rf.reg7_q\[11\],32.86
_01756_,32.81
_02631_,32.78
_02550_,32.76
u_rf.reg11_q\[8\],32.715
u_rf.reg3_q\[26\],32.7
u_rf.reg30_q\[17\],32.64
_02474_,32.62
_02033_,32.58
_02082_,32.58
u_rf.reg5_q\[17\],32.58
_03181_,32.56
u_rf.reg30_q\[25\],32.54
_03541_,32.44
u_rf.reg11_q\[5\],32.42
_01841_,32.4
u_rf.reg5_q\[6\],32.39
_02850_,32.38
u_rf.reg17_q\[27\],32.38
u_rf.reg22_q\[4\],32.38
u_rf.reg14_q\[31\],32.375
_02790_,32.36
u_rf.reg28_q\[3\],32.305
u_rf.reg18_q\[7\],32.28
_01957_,32.22
net26,32.2
u_rf.reg11_q\[20\],32.15
u_rf.reg18_q\[20\],32.02
_03362_,32
_01089_,31.925
_03780_,31.92
u_rf.reg12_q\[27\],31.905
_01087_,31.84
u_rf.reg2_q\[20\],31.84
u_exe.bu_pc_res\[4\],31.82
_04307_,31.8
u_decod.rs2_data_q\[28\],31.8
_02519_,31.78
u_rf.reg3_q\[14\],31.76
u_rf.reg6_q\[31\],31.76
_01204_,31.755
_01453_,31.74
u_rf.reg4_q\[21\],31.705
_01342_,31.7
_02481_,31.68
net12,31.66
_02874_,31.645
_04260_,31.64
_03893_,31.62
u_rf.reg19_q\[18\],31.62
net377,31.62
u_rf.reg7_q\[0\],31.615
_03861_,31.6
_04331_,31.56
u_rf.reg19_q\[27\],31.56
_01084_,31.545
_04936_,31.54
u_rf.reg11_q\[25\],31.54
u_rf.reg5_q\[30\],31.54
_03583_,31.5
u_rf.reg30_q\[15\],31.5
_01799_,31.48
_03630_,31.48
u_rf.reg22_q\[12\],31.44
u_rf.reg0_q\[23\],31.4
u_rf.reg25_q\[4\],31.4
net68,31.34
_01948_,31.3
u_rf.reg15_q\[6\],31.26
_02130_,31.24
u_rf.reg20_q\[26\],31.16
u_rf.reg11_q\[17\],31.12
_04296_,31.08
_01958_,31
u_rf.reg0_q\[28\],30.98
u_rf.reg24_q\[0\],30.96
u_rf.reg25_q\[29\],30.96
_03412_,30.92
u_rf.reg10_q\[10\],30.92
u_rf.reg8_q\[27\],30.92
u_rf.reg26_q\[12\],30.88
_02164_,30.82
u_rf.reg0_q\[0\],30.82
_03255_,30.8
u_rf.reg11_q\[31\],30.8
u_rf.reg20_q\[10\],30.78
u_rf.reg26_q\[10\],30.78
_04047_,30.74
u_decod.rs2_data_q\[11\],30.74
_02298_,30.7
_02366_,30.7
_03339_,30.68
u_rf.reg28_q\[1\],30.62
_04065_,30.58
u_rf.reg18_q\[1\],30.51
u_rf.reg12_q\[4\],30.505
_04053_,30.5
u_rf.reg16_q\[7\],30.5
_02778_,30.465
u_rf.reg15_q\[10\],30.405
_01544_,30.38
u_rf.reg16_q\[11\],30.38
_03016_,30.34
u_rf.reg30_q\[5\],30.305
_01171_,30.26
_02061_,30.26
u_rf.reg25_q\[7\],30.245
_02027_,30.24
u_decod.unsign_ext_q_o,30.16
_04366_,30.03
u_rf.reg26_q\[4\],30.02
u_rf.reg12_q\[10\],29.995
u_rf.reg2_q\[23\],29.995
u_rf.reg31_q\[26\],29.98
_01813_,29.97
_02711_,29.96
_01379_,29.92
_01129_,29.9
_04028_,29.88
u_decod.pc0_q_i\[30\],29.88
u_decod.rs2_data_q\[5\],29.88
u_decod.pc0_q_i\[29\],29.84
_01825_,29.805
u_rf.reg11_q\[30\],29.805
_01400_,29.78
u_rf.reg9_q\[3\],29.77
u_rf.reg18_q\[4\],29.705
u_rf.reg22_q\[11\],29.7
_02746_,29.66
_03080_,29.64
u_decod.instr_operation_q\[2\],29.64
_02638_,29.63
_02289_,29.6
_03462_,29.6
u_rf.reg14_q\[10\],29.58
u_rf.reg23_q\[15\],29.545
u_rf.reg21_q\[11\],29.525
u_rf.reg16_q\[28\],29.52
_03713_,29.5
u_rf.reg18_q\[28\],29.5
_01868_,29.44
_01869_,29.44
_03103_,29.44
_03038_,29.42
u_rf.reg14_q\[22\],29.3
_04320_,29.26
u_rf.reg19_q\[26\],29.25
u_rf.reg29_q\[17\],29.245
_01804_,29.24
_04089_,29.24
_03812_,29.2
u_decod.dec0.instr_i\[6\],29.2
u_rf.reg25_q\[5\],29.18
_01689_,29.16
_03401_,29.16
_04360_,29.12
u_decod.dec0.jalr,29.12
_03694_,29.1
u_rf.reg15_q\[14\],29.08
u_rf.reg22_q\[19\],29.08
_04077_,29.02
u_rf.reg11_q\[21\],29.02
u_rf.reg8_q\[16\],28.94
_02760_,28.92
u_rf.reg19_q\[5\],28.9
u_rf.reg5_q\[5\],28.9
u_rf.reg11_q\[15\],28.825
u_rf.reg9_q\[31\],28.82
u_rf.reg25_q\[26\],28.815
u_rf.reg11_q\[6\],28.63
u_rf.reg20_q\[7\],28.62
u_rf.reg18_q\[2\],28.585
u_rf.reg15_q\[17\],28.54
_01162_,28.52
_03551_,28.48
u_rf.reg31_q\[9\],28.48
_03003_,28.44
_01935_,28.42
_01462_,28.4
u_rf.reg18_q\[25\],28.4
_04071_,28.38
net438,28.38
u_rf.reg26_q\[2\],28.36
u_rf.reg28_q\[26\],28.36
u_rf.reg4_q\[0\],28.36
_02836_,28.34
u_rf.reg8_q\[0\],28.325
u_rf.reg14_q\[29\],28.3
u_rf.reg11_q\[3\],28.285
_01346_,28.28
u_rf.reg9_q\[24\],28.28
_01369_,28.22
_01927_,28.22
_02414_,28.22
u_rf.reg6_q\[28\],28.22
u_rf.reg27_q\[22\],28.2
_01395_,28.15
u_rf.reg22_q\[3\],28.1
_01271_,28.06
u_rf.reg21_q\[23\],28.06
_01139_,28.04
_01310_,28.04
_02443_,27.98
u_rf.reg23_q\[13\],27.96
_01737_,27.92
u_rf.reg4_q\[16\],27.9
_03104_,27.8
u_rf.reg6_q\[30\],27.8
u_rf.reg20_q\[28\],27.785
_03915_,27.76
_03501_,27.7
clknet_leaf_100_clk,27.64
u_rf.reg19_q\[7\],27.605
_01438_,27.6
_03869_,27.58
u_decod.exe_ff_res_data_i\[11\],27.58
u_rf.reg2_q\[14\],27.575
u_rf.reg21_q\[9\],27.54
u_rf.reg9_q\[5\],27.54
_03638_,27.46
_02960_,27.44
_01237_,27.42
u_rf.reg2_q\[25\],27.4
_01219_,27.38
u_rf.reg4_q\[17\],27.38
u_rf.reg31_q\[24\],27.36
_02272_,27.35
_03875_,27.34
_02735_,27.32
u_rf.reg9_q\[16\],27.315
_02295_,27.28
u_rf.reg2_q\[2\],27.24
u_rf.reg6_q\[25\],27.2
_02684_,27.185
u_rf.reg30_q\[19\],27.17
_01542_,27.16
u_rf.reg11_q\[18\],27.16
_03094_,27.14
u_rf.reg19_q\[6\],27.12
u_rf.reg8_q\[28\],27.115
_04353_,27.1
u_rf.reg12_q\[3\],27.085
u_rf.reg10_q\[17\],27.075
_04016_,27.02
_04182_,27.02
net381,27.02
u_rf.reg20_q\[5\],26.96
u_rf.reg29_q\[6\],26.93
_01374_,26.92
u_rf.reg11_q\[9\],26.895
_02097_,26.88
u_rf.reg3_q\[28\],26.86
_03134_,26.82
_02401_,26.795
_02757_,26.78
u_rf.reg12_q\[25\],26.775
_02658_,26.74
u_rf.reg22_q\[5\],26.74
u_rf.reg5_q\[14\],26.74
u_rf.reg19_q\[8\],26.725
_03815_,26.72
_04093_,26.72
_01539_,26.7
u_rf.reg20_q\[14\],26.7
_02505_,26.68
u_rf.reg20_q\[8\],26.68
_01907_,26.66
_03796_,26.66
_03707_,26.64
_02738_,26.62
u_rf.reg9_q\[21\],26.62
u_rf.reg3_q\[22\],26.605
clknet_leaf_89_clk,26.6
_02761_,26.52
_02922_,26.52
u_decod.rs2_data_q\[30\],26.52
_03390_,26.46
u_rf.reg23_q\[29\],26.46
u_rf.reg29_q\[3\],26.46
_02000_,26.44
net477,26.42
u_rf.reg0_q\[31\],26.34
_01482_,26.32
_04272_,26.32
_04287_,26.32
u_decod.exe_ff_res_data_i\[7\],26.32
u_rf.reg7_q\[12\],26.32
_02094_,26.3
_02779_,26.3
u_rf.reg20_q\[20\],26.3
net23,26.3
u_rf.reg29_q\[31\],26.225
u_rf.reg18_q\[11\],26.22
_02207_,26.2
_02008_,26.18
u_rf.reg5_q\[10\],26.18
_01150_,26.16
u_rf.reg16_q\[3\],26.16
_04531_,26.14
u_rf.reg8_q\[10\],26.14
net404,26.12
_02964_,26.105
_01456_,26.1
_03019_,26.08
_01133_,26.06
u_rf.reg0_q\[17\],26
_03628_,25.98
u_rf.reg29_q\[10\],25.98
_02296_,25.96
_02579_,25.94
u_rf.reg15_q\[24\],25.92
u_rf.reg16_q\[30\],25.86
net70,25.86
_02335_,25.82
u_decod.exe_ff_res_data_i\[30\],25.82
u_rf.reg13_q\[29\],25.82
_02067_,25.8
_02732_,25.8
u_rf.reg10_q\[27\],25.8
u_rf.reg22_q\[21\],25.8
u_decod.rs2_data_q\[29\],25.78
u_rf.reg17_q\[4\],25.72
u_rf.reg9_q\[27\],25.68
_02269_,25.66
u_decod.dec0.instr_i\[7\],25.64
_03637_,25.6
u_rf.reg0_q\[3\],25.6
u_rf.reg25_q\[16\],25.6
_02440_,25.59
_02214_,25.54
_01192_,25.53
u_rf.reg13_q\[12\],25.525
_04083_,25.5
_02302_,25.48
_03459_,25.48
_03435_,25.46
net143,25.46
_04788_,25.44
_02834_,25.38
u_rf.reg15_q\[29\],25.38
_03531_,25.3
u_rf.reg5_q\[23\],25.3
_01995_,25.28
_03703_,25.28
u_rf.reg17_q\[11\],25.28
_01229_,25.25
_02178_,25.22
_02039_,25.2
_02265_,25.2
_02001_,25.18
_02456_,25.18
_02590_,25.18
u_decod.exe_ff_res_data_i\[12\],25.18
_02111_,25.16
_02239_,25.16
u_rf.reg3_q\[6\],25.16
u_rf.reg5_q\[16\],25.16
_03226_,25.14
_03566_,25.14
u_decod.pc0_q_i\[21\],25.14
_02353_,25.1
u_rf.reg30_q\[12\],25.06
clknet_leaf_88_clk,25.06
_03427_,25.04
u_rf.reg17_q\[0\],25.04
u_rf.reg4_q\[3\],25.04
_01463_,25
u_rf.reg1_q\[6\],24.98
u_rf.reg22_q\[29\],24.96
u_rf.reg30_q\[21\],24.96
u_rf.reg12_q\[1\],24.925
u_rf.reg28_q\[19\],24.92
_02965_,24.9
u_rf.reg11_q\[12\],24.9
u_rf.reg29_q\[2\],24.865
u_exe.bu_pc_res\[2\],24.84
u_rf.reg11_q\[14\],24.82
_03955_,24.8
u_rf.reg31_q\[2\],24.76
u_rf.reg1_q\[13\],24.745
u_rf.reg26_q\[22\],24.72
u_rf.reg27_q\[29\],24.68
u_rf.reg5_q\[3\],24.68
reset_adr_i[23],24.67
_01706_,24.665
u_rf.reg5_q\[9\],24.63
u_rf.reg31_q\[15\],24.62
u_rf.reg24_q\[31\],24.615
_04645_,24.605
_03655_,24.6
u_rf.reg16_q\[9\],24.6
_01340_,24.58
_01793_,24.58
_02025_,24.58
u_rf.reg26_q\[15\],24.58
_02845_,24.56
u_rf.reg30_q\[22\],24.56
u_rf.reg26_q\[19\],24.52
u_rf.reg31_q\[21\],24.52
_01064_,24.5
_04303_,24.495
u_rf.reg4_q\[30\],24.485
_04569_,24.46
u_rf.reg22_q\[16\],24.46
u_rf.reg3_q\[29\],24.46
_02862_,24.42
_02637_,24.405
u_rf.reg24_q\[27\],24.405
_04422_,24.4
_02148_,24.38
u_rf.reg16_q\[24\],24.38
_01847_,24.36
_03679_,24.36
_02070_,24.32
_02833_,24.28
u_rf.reg8_q\[31\],24.265
_02009_,24.26
_03234_,24.26
_04105_,24.26
u_rf.reg5_q\[2\],24.26
u_rf.reg16_q\[13\],24.24
_01293_,24.2
net130,24.18
u_rf.reg24_q\[24\],24.105
u_rf.reg24_q\[3\],24.105
_01273_,24.1
_02014_,24.06
u_decod.rs1_data\[14\],24.04
u_rf.reg22_q\[13\],24.04
u_rf.reg6_q\[0\],24.04
u_rf.reg14_q\[5\],24.03
_04099_,24.01
_01807_,23.98
_01866_,23.98
_04314_,23.97
u_rf.reg27_q\[14\],23.965
_01372_,23.915
u_rf.reg24_q\[28\],23.9
_02193_,23.88
_02382_,23.88
u_rf.reg0_q\[20\],23.88
u_rf.reg31_q\[20\],23.88
net132,23.88
_01904_,23.84
u_decod.pc0_q_i\[19\],23.84
u_exe.bu_pc_res\[11\],23.84
_02101_,23.82
_02166_,23.82
_03018_,23.82
u_rf.reg0_q\[16\],23.815
_02682_,23.8
u_rf.reg0_q\[26\],23.78
u_rf.reg18_q\[22\],23.78
u_decod.rs2_data_q\[18\],23.75
net472,23.72
u_rf.reg30_q\[29\],23.695
u_rf.reg7_q\[18\],23.68
_02460_,23.66
_02920_,23.66
u_rf.reg24_q\[14\],23.66
_04040_,23.64
u_decod.pc0_q_i\[22\],23.64
_01906_,23.625
_02081_,23.62
net93,23.6
_03048_,23.58
u_rf.reg7_q\[24\],23.58
u_rf.reg7_q\[3\],23.575
u_rf.reg30_q\[2\],23.55
_01407_,23.52
_04328_,23.52
_01944_,23.51
u_decod.pc0_q_i\[31\],23.5
u_exe.bu_pc_res\[28\],23.5
u_rf.reg0_q\[27\],23.5
u_rf.reg27_q\[6\],23.48
_04825_,23.44
u_rf.reg1_q\[25\],23.44
u_rf.reg20_q\[23\],23.42
_02100_,23.4
_03937_,23.38
u_rf.reg30_q\[1\],23.375
u_rf.reg21_q\[28\],23.355
u_rf.reg30_q\[14\],23.34
_02995_,23.3
u_rf.reg22_q\[24\],23.3
_03845_,23.26
u_rf.reg2_q\[13\],23.185
_02288_,23.16
_02727_,23.16
_03878_,23.16
_02290_,23.14
_03976_,23.14
_03981_,23.08
_02702_,23.06
_03580_,23.04
_03597_,23.04
_03640_,23.04
u_rf.reg14_q\[24\],23.04
u_rf.reg10_q\[16\],23.025
u_decod.rf_ff_rd_adr_q_i\[3\],23.02
u_rf.reg21_q\[2\],23.005
u_rf.reg16_q\[23\],23
u_rf.reg16_q\[31\],23
u_rf.reg23_q\[26\],23
net444,23
u_rf.reg20_q\[13\],22.98
_03856_,22.96
_03749_,22.94
_02726_,22.92
u_rf.reg14_q\[13\],22.885
_01909_,22.88
u_rf.reg16_q\[6\],22.86
u_rf.reg30_q\[0\],22.845
u_rf.reg14_q\[17\],22.82
_02625_,22.8
u_rf.reg19_q\[10\],22.8
u_rf.reg14_q\[19\],22.78
_01750_,22.765
reset_adr_i[14],22.75
u_decod.pc0_q_i\[4\],22.74
u_rf.reg6_q\[3\],22.74
u_rf.reg21_q\[16\],22.735
_03392_,22.72
u_rf.reg19_q\[31\],22.705
_02963_,22.7
u_rf.reg15_q\[15\],22.7
_02406_,22.66
u_rf.reg25_q\[6\],22.66
_01835_,22.62
_03553_,22.62
net451,22.62
u_rf.reg1_q\[0\],22.61
_01617_,22.6
_02011_,22.6
_02941_,22.6
_02733_,22.58
_02261_,22.54
u_rf.reg17_q\[28\],22.54
_03190_,22.525
_02313_,22.5
u_rf.reg25_q\[3\],22.5
u_rf.reg2_q\[27\],22.5
_01092_,22.48
_02717_,22.46
_03239_,22.46
_03863_,22.46
u_rf.reg17_q\[7\],22.455
_04382_,22.44
_01872_,22.42
_01895_,22.42
u_exe.bu_pc_res\[20\],22.42
u_rf.reg7_q\[14\],22.42
_01701_,22.4
_02471_,22.4
_02921_,22.4
u_rf.reg11_q\[24\],22.4
u_rf.reg2_q\[22\],22.365
_01994_,22.34
_02796_,22.28
net440,22.28
_01828_,22.24
_02231_,22.24
u_rf.reg6_q\[27\],22.22
u_rf.reg15_q\[0\],22.2
_02728_,22.18
_02530_,22.16
_03754_,22.16
u_rf.reg20_q\[4\],22.16
u_rf.reg31_q\[29\],22.145
_02243_,22.12
_04362_,22.12
u_rf.reg16_q\[22\],22.1
_01332_,22.08
u_rf.reg0_q\[13\],22.04
_02473_,22
_01068_,21.98
u_rf.reg1_q\[3\],21.98
u_rf.reg13_q\[9\],21.97
u_rf.reg2_q\[26\],21.96
_01165_,21.92
_01790_,21.92
_02237_,21.92
_03912_,21.92
_04116_,21.92
u_rf.reg4_q\[31\],21.92
_04017_,21.9
u_rf.reg28_q\[12\],21.86
u_rf.reg3_q\[0\],21.86
u_rf.reg12_q\[28\],21.835
u_rf.reg18_q\[24\],21.835
_01104_,21.82
_02194_,21.8
_03965_,21.8
u_rf.reg25_q\[22\],21.78
_03639_,21.76
u_rf.reg15_q\[12\],21.74
_01337_,21.72
_01398_,21.7
_03721_,21.68
u_rf.reg20_q\[22\],21.665
_02154_,21.66
u_rf.reg2_q\[9\],21.66
u_rf.reg31_q\[0\],21.66
u_rf.reg0_q\[25\],21.64
u_rf.reg26_q\[0\],21.62
_02144_,21.6
u_rf.reg19_q\[17\],21.565
_01270_,21.56
_04286_,21.56
u_rf.reg21_q\[13\],21.545
u_rf.reg28_q\[10\],21.54
u_decod.exe_ff_res_data_i\[10\],21.52
u_rf.reg20_q\[16\],21.5
_04111_,21.48
_04141_,21.46
_03897_,21.44
_03552_,21.4
net443,21.4
_04165_,21.38
_01993_,21.36
_01300_,21.34
_03052_,21.34
_01771_,21.32
_02105_,21.26
u_rf.reg25_q\[17\],21.255
_03221_,21.24
u_rf.reg20_q\[31\],21.22
_01312_,21.2
_02830_,21.2
_03819_,21.16
u_rf.reg4_q\[25\],21.16
u_rf.reg4_q\[22\],21.155
_02996_,21.12
_02434_,21.1
u_rf.reg18_q\[21\],21.065
_03136_,21.04
u_rf.reg22_q\[30\],21.04
u_rf.reg25_q\[14\],21.025
u_rf.reg29_q\[25\],21.01
u_rf.reg11_q\[19\],21.005
_01403_,21
_02068_,21
_03041_,21
_01314_,20.98
_01792_,20.98
_05295_,20.98
u_rf.reg3_q\[27\],20.96
u_rf.reg17_q\[3\],20.925
u_rf.reg27_q\[9\],20.92
clknet_leaf_104_clk,20.92
_01097_,20.9
u_rf.reg23_q\[3\],20.88
_02787_,20.84
_02439_,20.82
u_rf.reg15_q\[31\],20.82
_03452_,20.8
u_rf.reg24_q\[23\],20.795
u_rf.reg4_q\[20\],20.785
_03068_,20.78
_03608_,20.78
_01839_,20.76
u_rf.reg0_q\[9\],20.76
u_rf.reg2_q\[17\],20.705
_01691_,20.7
_02612_,20.7
_04374_,20.7
u_rf.reg8_q\[22\],20.685
_02918_,20.68
_02708_,20.66
_03683_,20.66
_04373_,20.66
u_rf.reg23_q\[20\],20.66
u_rf.reg27_q\[10\],20.66
u_rf.reg15_q\[9\],20.64
u_rf.reg13_q\[31\],20.625
_03423_,20.62
u_rf.reg12_q\[6\],20.605
_03076_,20.6
u_rf.reg7_q\[30\],20.6
reset_n,20.55
_01181_,20.54
_02246_,20.52
_02506_,20.52
u_rf.reg5_q\[27\],20.5
u_rf.reg5_q\[28\],20.5
_03849_,20.48
_02871_,20.46
_03943_,20.4
u_rf.reg10_q\[6\],20.4
_01268_,20.36
_02450_,20.34
_04643_,20.34
_01308_,20.32
_04378_,20.3
_01428_,20.29
_01264_,20.28
_01397_,20.26
_03093_,20.26
_04318_,20.26
_03053_,20.22
_03620_,20.22
_03563_,20.2
_01072_,20.18
_01940_,20.18
_04009_,20.06
u_exe.pc_data_q\[27\],20.06
reset_adr_i[12],20.05
_01291_,20.04
u_rf.reg24_q\[2\],20.025
u_rf.reg14_q\[12\],20.005
u_rf.reg27_q\[24\],20
_03196_,19.98
_01393_,19.96
_03496_,19.96
_01347_,19.94
_02038_,19.94
u_rf.reg6_q\[16\],19.93
_01934_,19.9
u_rf.reg8_q\[30\],19.9
_03126_,19.88
_01313_,19.87
_02116_,19.86
u_rf.reg21_q\[10\],19.845
_01910_,19.84
_03568_,19.84
_04059_,19.8
_02319_,19.76
_02226_,19.74
_03787_,19.74
u_rf.reg10_q\[29\],19.705
u_rf.reg4_q\[24\],19.705
_01501_,19.7
u_rf.reg17_q\[26\],19.68
_04426_,19.66
icache_adr_o[9],19.63
u_rf.reg14_q\[6\],19.6
_01167_,19.58
_04128_,19.58
u_rf.reg18_q\[29\],19.58
u_rf.reg29_q\[15\],19.58
_03099_,19.56
_03287_,19.54
_04122_,19.54
u_rf.reg30_q\[20\],19.54
u_rf.reg11_q\[22\],19.505
_04100_,19.5
_01848_,19.44
_01243_,19.43
_02045_,19.4
_03463_,19.4
_03778_,19.4
_04138_,19.38
u_decod.pc0_q_i\[23\],19.38
u_rf.reg12_q\[2\],19.38
u_rf.reg26_q\[26\],19.36
_04011_,19.35
u_rf.reg14_q\[0\],19.34
_01085_,19.32
_01486_,19.32
u_rf.reg5_q\[25\],19.315
u_rf.reg17_q\[10\],19.305
_01199_,19.3
u_rf.reg18_q\[16\],19.3
_02004_,19.26
u_rf.reg17_q\[29\],19.245
u_rf.reg26_q\[1\],19.24
u_rf.reg28_q\[13\],19.175
_02679_,19.12
u_rf.reg24_q\[29\],19.1
adr_o[21],19.09
_03820_,19.08
_03406_,19.06
u_rf.reg0_q\[14\],19.06
_00703_,19.04
_01682_,19.04
u_rf.reg23_q\[14\],19.03
_03520_,19.02
u_rf.reg16_q\[21\],19
u_rf.reg3_q\[17\],19
_01326_,18.98
u_rf.reg23_q\[21\],18.965
_02944_,18.94
net446,18.94
u_rf.reg6_q\[6\],18.935
u_rf.reg24_q\[17\],18.925
_03460_,18.92
_04146_,18.92
_01860_,18.86
_03547_,18.86
u_decod.rs2_data_q\[14\],18.86
_04644_,18.84
u_rf.reg1_q\[22\],18.84
_03973_,18.82
net390,18.82
_01965_,18.8
u_rf.reg15_q\[18\],18.78
_03057_,18.72
_02687_,18.7
_03473_,18.7
_02340_,18.685
u_rf.reg8_q\[21\],18.645
_02773_,18.64
_02225_,18.62
u_rf.reg6_q\[21\],18.62
_03935_,18.6
u_rf.reg19_q\[2\],18.585
_03493_,18.58
_04119_,18.56
u_exe.bu_pc_res\[5\],18.56
_02911_,18.54
_03988_,18.54
_04224_,18.54
u_rf.reg16_q\[0\],18.54
_01282_,18.53
_01732_,18.5
_02624_,18.5
u_exe.pc_data_q\[6\],18.5
u_decod.dec0.instr_i\[1\],18.48
_03840_,18.46
u_decod.rs2_data_nxt\[0\],18.44
_02511_,18.4
_02098_,18.38
_03350_,18.37
_02547_,18.36
_03916_,18.36
u_rf.reg0_q\[21\],18.36
_01327_,18.34
u_rf.reg16_q\[20\],18.32
u_rf.reg20_q\[3\],18.315
_04022_,18.3
_01169_,18.28
_00133_,18.26
_01999_,18.26
_03517_,18.26
u_rf.reg12_q\[22\],18.245
_01189_,18.24
_02909_,18.24
u_rf.reg20_q\[27\],18.22
u_rf.reg16_q\[10\],18.2
_01875_,18.175
u_rf.reg23_q\[22\],18.165
u_exe.bu_pc_res\[24\],18.14
u_rf.reg15_q\[13\],18.14
u_rf.reg20_q\[17\],18.125
u_rf.reg27_q\[11\],18.085
_01418_,18.08
u_rf.reg14_q\[18\],18.06
_02292_,17.98
u_rf.reg30_q\[18\],17.98
_01368_,17.94
u_rf.reg9_q\[20\],17.9
_02197_,17.88
_02704_,17.88
u_rf.reg7_q\[2\],17.88
u_rf.reg23_q\[18\],17.865
u_rf.reg17_q\[31\],17.86
u_rf.reg27_q\[2\],17.86
u_rf.reg28_q\[15\],17.86
_01110_,17.84
