net,length_um
u_decod.dec0.rd_o\[4\],4.46
u_decod.rs2_data_nxt\[31\],4.46
u_exe.pc_data_q\[2\],4.46
net383,4.46
net501,4.46
_01677_,4.44
_00054_,4.42
_00479_,4.42
_00557_,4.42
_00924_,4.42
_02117_,4.42
_02476_,4.42
_02731_,4.42
_03990_,4.42
_04588_,4.42
_04596_,4.42
_04714_,4.42
_04716_,4.42
_04737_,4.42
_04792_,4.42
_04842_,4.42
_04855_,4.42
_04910_,4.42
_05086_,4.42
_05381_,4.42
_05414_,4.42
_05415_,4.42
_05432_,4.42
_05434_,4.42
_05464_,4.42
_05543_,4.42
_05550_,4.42
_05552_,4.42
_05559_,4.42
_05644_,4.42
_05664_,4.42
adr_o[19],4.39
adr_o[20],4.39
adr_o[24],4.39
adr_o[8],4.39
icache_adr_o[19],4.39
icache_adr_o[20],4.39
is_store_o,4.39
load_data_i[16],4.39
load_data_i[22],4.39
load_data_i[29],4.39
_02046_,4.36
_02216_,4.36
_02632_,4.36
_03119_,4.36
_03494_,4.36
_03642_,4.36
_03650_,4.36
_03808_,4.36
_04514_,4.36
_04573_,4.36
_04783_,4.36
_04915_,4.36
_04921_,4.36
_04998_,4.36
_05007_,4.36
_05031_,4.36
_05071_,4.36
_05194_,4.36
_05359_,4.36
_05396_,4.36
_05443_,4.36
_05517_,4.36
_05556_,4.36
_05637_,4.36
_05716_,4.36
_00500_,4.34
_01173_,4.34
_01717_,4.34
_01794_,4.34
_01809_,4.34
_02260_,4.34
_02817_,4.34
_03074_,4.34
_03466_,4.34
_03483_,4.34
_03545_,4.34
_03697_,4.34
_04325_,4.34
_04464_,4.34
_04694_,4.34
_04958_,4.34
_04969_,4.34
_05130_,4.34
_05220_,4.34
_05472_,4.34
_05577_,4.34
_05630_,4.34
_05661_,4.34
_05674_,4.34
_05719_,4.34
_00020_,4.32
_00113_,4.32
_00522_,4.32
_00664_,4.32
_00784_,4.32
_00795_,4.32
_03970_,4.32
_00163_,4.305
_00305_,4.305
_00635_,4.305
net67,4.3
load_data_i[10],4.27
load_data_i[20],4.27
load_data_i[27],4.27
load_data_i[3],4.27
load_data_i[4],4.27
reset_adr_i[16],4.27
reset_adr_i[17],4.27
_00598_,4.24
_01883_,4.24
_02627_,4.24
_03514_,4.24
_03546_,4.24
_00169_,4.22
_00533_,4.22
_00667_,4.22
_00677_,4.22
_00882_,4.22
_03548_,4.22
_03702_,4.22
_04091_,4.22
_04264_,4.22
_01836_,4.2
_02010_,4.2
_02124_,4.2
_02608_,4.2
_03108_,4.2
_03147_,4.2
_04871_,4.2
_01127_,4.14
_01140_,4.14
_02923_,4.14
_05023_,4.14
_00029_,4.12
_00187_,4.12
_00228_,4.12
_00306_,4.12
_00334_,4.12
_00394_,4.12
_00710_,4.12
_00740_,4.12
_00747_,4.12
_00786_,4.12
_00839_,4.12
_00980_,4.12
_01001_,4.12
_02388_,4.12
_02461_,4.12
_03767_,4.12
u_decod.dec0.operation_o\[0\],4.12
net453,4.12
net461,4.12
net514,4.12
_00159_,4.1
_01698_,4.1
_01721_,4.1
_04310_,4.1
_00017_,4.08
_00024_,4.08
_00041_,4.08
_00161_,4.08
_00198_,4.08
_00234_,4.08
_00451_,4.08
_00741_,4.08
_00976_,4.08
_01331_,4.08
_02408_,4.08
_03056_,4.08
net506,4.08
_00276_,4.02
_01003_,4.02
_01845_,4.02
_02120_,4.02
_02146_,4.02
_02270_,4.02
_03519_,4.02
u_decod.rs1_data\[9\],4.02
u_decod.rs2_data_nxt\[18\],4.02
_00123_,4
_00189_,4
_00331_,4
_00366_,4
_00378_,4
_00527_,4
_00679_,4
_00724_,4
_00812_,4
_00928_,4
_00946_,4
_00975_,4
_01176_,4
_01230_,4
_01236_,4
_01742_,4
_01938_,4
_02079_,4
_02224_,4
_02285_,4
_02300_,4
_02533_,4
_02866_,4
_02931_,4
_03004_,4
_03135_,4
_03144_,4
_03602_,4
_04076_,4
_04512_,4
_04678_,4
_05105_,4
_05155_,4
_05165_,4
_05266_,4
_05300_,4
_05329_,4
_05508_,4
u_exe.pc_data_q\[20\],4
_00353_,3.98
_00910_,3.98
_04567_,3.98
icache_instr_i[17],3.93
reset_adr_i[18],3.93
_01570_,3.9
_01728_,3.9
_02352_,3.9
_03492_,3.9
_03601_,3.9
_04302_,3.9
_04577_,3.9
_04586_,3.9
_04589_,3.9
_04609_,3.9
_04940_,3.9
_05159_,3.9
_05281_,3.9
_05292_,3.9
_05502_,3.9
_05545_,3.9
_05574_,3.9
u_decod.rs2_data_q\[32\],3.9
net396,3.9
net399,3.9
_00021_,3.88
_00556_,3.88
_00576_,3.88
_00892_,3.88
_01378_,3.88
_01661_,3.88
_01675_,3.88
_01720_,3.88
_01816_,3.88
_02230_,3.88
_02234_,3.88
_02420_,3.88
_02429_,3.88
_02538_,3.88
_02655_,3.88
_02935_,3.88
_03070_,3.88
_03085_,3.88
_03090_,3.88
_03127_,3.88
_03358_,3.88
_03618_,3.88
_03846_,3.88
_03942_,3.88
_03947_,3.88
_03951_,3.88
_04094_,3.88
_04162_,3.88
_04408_,3.88
_04413_,3.88
_04414_,3.88
_04437_,3.88
_04918_,3.88
_05110_,3.88
_05221_,3.88
_05722_,3.88
u_decod.rs1_data\[8\],3.88
net378,3.88
net397,3.88
net488,3.88
net526,3.88
_00086_,3.86
_00493_,3.86
_00600_,3.86
_01861_,3.86
_01921_,3.86
_03411_,3.86
_03851_,3.86
_04795_,3.86
_05489_,3.86
_00463_,3.845
_03776_,3.825
_00350_,3.78
_01047_,3.78
_01396_,3.78
_02982_,3.78
_03537_,3.78
_00011_,3.76
_00018_,3.76
_00333_,3.76
_00495_,3.76
_00523_,3.76
_00823_,3.76
_00877_,3.76
_00972_,3.76
_01008_,3.76
_02948_,3.76
_03967_,3.76
_04299_,3.76
_01037_,3.74
_03156_,3.74
_03859_,3.74
_05483_,3.74
_00185_,3.725
_03918_,3.725
_02174_,3.68
_03095_,3.68
_03215_,3.68
_05705_,3.68
_05710_,3.68
_00003_,3.66
_00005_,3.66
_00068_,3.66
_00071_,3.66
_00106_,3.66
_00119_,3.66
_00142_,3.66
_00193_,3.66
_00293_,3.66
_00341_,3.66
_00432_,3.66
_00594_,3.66
_00615_,3.66
_00624_,3.66
_00681_,3.66
_00757_,3.66
_00831_,3.66
_01986_,3.66
_02062_,3.66
_02247_,3.66
_04109_,3.66
_04267_,3.66
u_decod.dec0.unit_o\[3\],3.66
u_decod.rs1_data\[22\],3.66
net460,3.66
net482,3.66
net487,3.66
_00055_,3.64
_00077_,3.64
_00089_,3.64
_00312_,3.64
_00408_,3.64
_00508_,3.64
_01871_,3.64
_02564_,3.64
_03818_,3.64
_03928_,3.64
_00735_,3.615
_03169_,3.575
_00265_,3.56
_00358_,3.56
_00617_,3.56
_00872_,3.56
_01020_,3.56
_01248_,3.56
_04006_,3.56
_04249_,3.56
u_decod.dec0.access_size_o\[0\],3.56
_00000_,3.54
_00114_,3.54
_00128_,3.54
_00178_,3.54
_00299_,3.54
_00403_,3.54
_00439_,3.54
_00452_,3.54
_00494_,3.54
_00501_,3.54
_00565_,3.54
_00567_,3.54
_00629_,3.54
_00718_,3.54
_00751_,3.54
_00804_,3.54
_00938_,3.54
_00966_,3.54
_01261_,3.54
_01509_,3.54
_01692_,3.54
_01821_,3.54
_01997_,3.54
_02131_,3.54
_02213_,3.54
_02259_,3.54
_02273_,3.54
_02397_,3.54
_02521_,3.54
_02753_,3.54
_02776_,3.54
_03036_,3.54
_03114_,3.54
_03316_,3.54
_03678_,3.54
_03685_,3.54
_03730_,3.54
_03766_,3.54
_03807_,3.54
_03889_,3.54
_03911_,3.54
_04574_,3.54
_04621_,3.54
_04712_,3.54
_04933_,3.54
_05139_,3.54
_05171_,3.54
_05351_,3.54
_05497_,3.54
_05645_,3.54
u_exe.bu_pc_res\[15\],3.54
u_exe.pc_data_q\[18\],3.54
u_exe.pc_data_q\[1\],3.54
_00515_,3.52
_00930_,3.52
_05076_,3.52
_03747_,3.485
_04134_,3.465
_02291_,3.44
_03045_,3.44
_03481_,3.44
_03891_,3.44
_03977_,3.44
_03979_,3.44
_04337_,3.44
_04526_,3.44
_04613_,3.44
_04655_,3.44
_04811_,3.44
_04814_,3.44
_04931_,3.44
_05026_,3.44
_05075_,3.44
_05255_,3.44
_05286_,3.44
_05321_,3.44
_05328_,3.44
_05361_,3.44
_05418_,3.44
_05669_,3.44
_05712_,3.44
_03469_,3.43
_00521_,3.42
_00539_,3.42
_00800_,3.42
_00815_,3.42
_01223_,3.42
_01699_,3.42
_01733_,3.42
_01899_,3.42
_01984_,3.42
_02066_,3.42
_02342_,3.42
_02396_,3.42
_02403_,3.42
_02571_,3.42
_02699_,3.42
_02793_,3.42
_02823_,3.42
_02844_,3.42
_03089_,3.42
_03113_,3.42
_03383_,3.42
_03424_,3.42
_03607_,3.42
_03633_,3.42
_03658_,3.42
_03738_,3.42
_03739_,3.42
_03881_,3.42
_04131_,3.42
_04205_,3.42
_04384_,3.42
_04787_,3.42
_04815_,3.42
_04872_,3.42
_05014_,3.42
_05119_,3.42
_05191_,3.42
_05216_,3.42
_05280_,3.42
_05390_,3.42
_05606_,3.42
_05619_,3.42
_05648_,3.42
_05707_,3.42
u_decod.rs1_data\[23\],3.42
_00280_,3.4
_00813_,3.4
_03714_,3.4
_00044_,3.385
_00935_,3.385
_00277_,3.38
_01034_,3.32
_02042_,3.32
_05293_,3.32
net531,3.32
_00340_,3.3
_00445_,3.3
_00646_,3.3
_00875_,3.3
_00879_,3.3
_01062_,3.3
_01979_,3.3
_05608_,3.3
u_decod.dec0.operation_o\[1\],3.3
_02819_,3.28
_00491_,3.225
_00734_,3.225
_02636_,3.22
_03562_,3.22
_04075_,3.22
_04376_,3.22
_05706_,3.22
u_exe.bu_pc_res\[31\],3.22
net523,3.22
_00016_,3.2
_00059_,3.2
_00067_,3.2
_00090_,3.2
_00100_,3.2
_00124_,3.2
_00200_,3.2
_00213_,3.2
_00252_,3.2
_00416_,3.2
_00591_,3.2
_00640_,3.2
_00666_,3.2
_00717_,3.2
_00729_,3.2
_00761_,3.2
_00789_,3.2
_00793_,3.2
_00835_,3.2
_00914_,3.2
_00953_,3.2
_00958_,3.2
_00961_,3.2
_01000_,3.2
_02758_,3.2
_03604_,3.2
_04406_,3.2
u_decod.rs1_data\[4\],3.2
u_decod.rs2_data_nxt\[23\],3.2
u_decod.rs2_data_nxt\[5\],3.2
_00069_,3.18
_00680_,3.18
_00996_,3.18
_01878_,3.18
_02180_,3.18
_02480_,3.18
_03484_,3.18
_03491_,3.18
_04127_,3.18
_01975_,3.17
_01055_,3.145
_02769_,3.11
_00095_,3.1
_00850_,3.1
_01117_,3.1
_01215_,3.1
_01695_,3.1
_01889_,3.1
_01992_,3.1
_02892_,3.1
_03465_,3.1
_04092_,3.1
_04298_,3.1
u_decod.dec0.access_size_o\[2\],3.1
u_decod.rs1_data\[2\],3.1
u_decod.rs1_data\[6\],3.1
_00008_,3.08
_00012_,3.08
_00028_,3.08
_00043_,3.08
_00053_,3.08
_00076_,3.08
_00083_,3.08
_00140_,3.08
_00146_,3.08
_00160_,3.08
_00172_,3.08
_00182_,3.08
_00212_,3.08
_00256_,3.08
_00268_,3.08
_00288_,3.08
_00298_,3.08
_00300_,3.08
_00427_,3.08
_00454_,3.08
_00538_,3.08
_00550_,3.08
_00564_,3.08
_00597_,3.08
_00634_,3.08
_00636_,3.08
_00686_,3.08
_00691_,3.08
_00708_,3.08
_00721_,3.08
_00836_,3.08
_00858_,3.08
_00889_,3.08
_00942_,3.08
_00945_,3.08
_00949_,3.08
_00977_,3.08
_01440_,3.08
_02057_,3.08
_02073_,3.08
_02113_,3.08
_02172_,3.08
_02283_,3.08
_02338_,3.08
_02345_,3.08
_02354_,3.08
_02701_,3.08
_02837_,3.08
_03027_,3.08
_03250_,3.08
_03451_,3.08
_03961_,3.08
_04026_,3.08
_04172_,3.08
_04278_,3.08
_04468_,3.08
_04554_,3.08
_04704_,3.08
_04828_,3.08
_04848_,3.08
_05029_,3.08
_05204_,3.08
_05250_,3.08
_05670_,3.08
net479,3.08
net411,3.08
_00524_,3.06
_00900_,3.06
_02575_,3.045
_01041_,2.98
_01729_,2.98
_01779_,2.98
_02235_,2.98
_02428_,2.98
_02794_,2.98
_03030_,2.98
_03148_,2.98
_03347_,2.98
_03360_,2.98
_03629_,2.98
_03646_,2.98
_04420_,2.98
_04493_,2.98
_04519_,2.98
_04548_,2.98
_04557_,2.98
_04622_,2.98
_04794_,2.98
_04852_,2.98
_04877_,2.98
_04891_,2.98
_04934_,2.98
_04992_,2.98
_05104_,2.98
_05106_,2.98
_05109_,2.98
_05158_,2.98
_05346_,2.98
_05357_,2.98
_05365_,2.98
_05389_,2.98
_05431_,2.98
_05651_,2.98
_00038_,2.96
_00150_,2.96
_00175_,2.96
_00420_,2.96
_00692_,2.96
_01123_,2.96
_01207_,2.96
_01416_,2.96
_01937_,2.96
_02037_,2.96
_02133_,2.96
_02387_,2.96
_02496_,2.96
_02500_,2.96
_02586_,2.96
_02620_,2.96
_02799_,2.96
_03034_,2.96
_03058_,2.96
_03117_,2.96
_03137_,2.96
_03364_,2.96
_03442_,2.96
_03448_,2.96
_03680_,2.96
_03741_,2.96
_03759_,2.96
_03838_,2.96
_03844_,2.96
_03907_,2.96
_04192_,2.96
_04266_,2.96
_04271_,2.96
_04508_,2.96
_04576_,2.96
_04680_,2.96
_04718_,2.96
_04723_,2.96
_04769_,2.96
_04802_,2.96
_04909_,2.96
_05108_,2.96
_05118_,2.96
_05143_,2.96
_05213_,2.96
_05231_,2.96
_05342_,2.96
_05385_,2.96
_05421_,2.96
_05551_,2.96
_05590_,2.96
_05673_,2.96
_05695_,2.96
_05714_,2.96
_00139_,2.925
_00844_,2.925
_00852_,2.925
_00931_,2.925
_01025_,2.88
_01275_,2.865
_00347_,2.86
_00871_,2.86
_01010_,2.86
_02895_,2.86
_05062_,2.86
_00216_,2.84
_00243_,2.84
_00302_,2.84
_00311_,2.84
_00638_,2.84
_00678_,2.84
_00918_,2.84
_03444_,2.84
_05613_,2.84
u_decod.rs1_data\[1\],2.84
_01769_,2.76
_01989_,2.76
_02720_,2.76
_02934_,2.76
_02958_,2.76
_04052_,2.76
_04229_,2.76
_04270_,2.76
net519,2.76
_00013_,2.74
_00022_,2.74
_00052_,2.74
_00060_,2.74
_00070_,2.74
_00073_,2.74
_00082_,2.74
_00085_,2.74
_00116_,2.74
_00147_,2.74
_00148_,2.74
_00195_,2.74
_00221_,2.74
_00273_,2.74
_00365_,2.74
_00383_,2.74
_00400_,2.74
_00428_,2.74
_00462_,2.74
_00469_,2.74
_00473_,2.74
_00475_,2.74
_00512_,2.74
_00547_,2.74
_00574_,2.74
_00580_,2.74
_00611_,2.74
_00616_,2.74
_00623_,2.74
_00627_,2.74
_00661_,2.74
_00676_,2.74
_00704_,2.74
_00719_,2.74
_00820_,2.74
_00855_,2.74
_00866_,2.74
_00869_,2.74
_00891_,2.74
_00893_,2.74
_00944_,2.74
_00986_,2.74
_00991_,2.74
u_decod.exe_ff_write_v_q_i,2.74
u_decod.rs1_data\[5\],2.74
u_decod.rs2_data_nxt\[16\],2.74
u_decod.rs2_data_nxt\[27\],2.74
u_exe.bu_pc_res\[29\],2.74
_00355_,2.72
_00497_,2.72
_02169_,2.72
_02879_,2.72
_03064_,2.72
_03719_,2.72
_03839_,2.72
_01038_,2.715
_01131_,2.715
_01039_,2.705
_00050_,2.675
_00006_,2.64
_00099_,2.64
_00137_,2.64
_00154_,2.64
_00184_,2.64
_00190_,2.64
_00203_,2.64
_00263_,2.64
_00398_,2.64
_00424_,2.64
_00435_,2.64
_00513_,2.64
_00563_,2.64
_00628_,2.64
_00654_,2.64
_00662_,2.64
_00672_,2.64
_00688_,2.64
_00696_,2.64
_00720_,2.64
_00763_,2.64
_00768_,2.64
_00805_,2.64
_00932_,2.64
_01183_,2.64
_02531_,2.64
_02583_,2.64
_02829_,2.64
_02914_,2.64
_03384_,2.64
_04097_,2.64
_04181_,2.64
_05678_,2.64
net468,2.64
net481,2.64
_00002_,2.62
_00063_,2.62
_00087_,2.62
_00092_,2.62
_00107_,2.62
_00152_,2.62
_00171_,2.62
_00191_,2.62
_00204_,2.62
_00253_,2.62
_00275_,2.62
_00289_,2.62
_00344_,2.62
_00391_,2.62
_00402_,2.62
_00411_,2.62
_00466_,2.62
_00531_,2.62
_00541_,2.62
_00542_,2.62
_00543_,2.62
_00546_,2.62
_00568_,2.62
_00592_,2.62
_00620_,2.62
_00622_,2.62
_00626_,2.62
_00631_,2.62
_00644_,2.62
_00652_,2.62
_00668_,2.62
_00693_,2.62
_00711_,2.62
_00714_,2.62
_00737_,2.62
_00754_,2.62
_00769_,2.62
_00771_,2.62
_00778_,2.62
_00806_,2.62
_00851_,2.62
_00874_,2.62
_00876_,2.62
_00911_,2.62
_00941_,2.62
_00979_,2.62
_01096_,2.62
_01164_,2.62
_01412_,2.62
_01778_,2.62
_01789_,2.62
_01827_,2.62
_01862_,2.62
_01933_,2.62
_02007_,2.62
_02065_,2.62
_02106_,2.62
_02114_,2.62
_02135_,2.62
_02447_,2.62
_02454_,2.62
_02491_,2.62
_02576_,2.62
_02980_,2.62
_03146_,2.62
_03441_,2.62
_03538_,2.62
_03673_,2.62
_03693_,2.62
_03800_,2.62
_03806_,2.62
_03857_,2.62
_03887_,2.62
_04000_,2.62
_04064_,2.62
_04087_,2.62
_04201_,2.62
_04333_,2.62
_04371_,2.62
_04445_,2.62
_04521_,2.62
_04653_,2.62
_04845_,2.62
_04894_,2.62
_04950_,2.62
_05022_,2.62
_05131_,2.62
_05167_,2.62
_05236_,2.62
_05410_,2.62
_05501_,2.62
_05539_,2.62
_05633_,2.62
_05689_,2.62
_05698_,2.62
u_decod.dec0.is_arithm,2.62
u_exe.pc_data_q\[31\],2.62
_01030_,2.585
_02885_,2.565
_03837_,2.56
_03880_,2.555
_03125_,2.55
_00046_,2.545
_01044_,2.545
_01053_,2.545
_01032_,2.54
_01046_,2.535
_00818_,2.52
_01126_,2.52
_01633_,2.52
_01768_,2.52
_01894_,2.52
_01930_,2.52
_02206_,2.52
_02510_,2.52
_02544_,2.52
_02607_,2.52
_02659_,2.52
_02771_,2.52
_03021_,2.52
_03071_,2.52
_03784_,2.52
_03834_,2.52
_03866_,2.52
_04391_,2.52
_04393_,2.52
_04394_,2.52
_04540_,2.52
_04672_,2.52
_04781_,2.52
_04796_,2.52
_04844_,2.52
_04847_,2.52
_04878_,2.52
_04882_,2.52
_04884_,2.52
_05051_,2.52
_05066_,2.52
_05150_,2.52
_05166_,2.52
_05176_,2.52
_05209_,2.52
_05218_,2.52
_05244_,2.52
_05301_,2.52
_05318_,2.52
_05323_,2.52
_05356_,2.52
_05362_,2.52
_05398_,2.52
_05469_,2.52
_05527_,2.52
_05666_,2.52
_05684_,2.52
_05690_,2.52
net402,2.52
_00162_,2.5
_00310_,2.5
_00499_,2.5
_00599_,2.5
_00971_,2.5
_01011_,2.5
_01102_,2.5
_01107_,2.5
_01155_,2.5
_01540_,2.5
_01646_,2.5
_01803_,2.5
_01926_,2.5
_01928_,2.5
_01988_,2.5
_02034_,2.5
_02141_,2.5
_02245_,2.5
_02262_,2.5
_02324_,2.5
_02373_,2.5
_02427_,2.5
_02441_,2.5
_02617_,2.5
_02691_,2.5
_02705_,2.5
_02737_,2.5
_03001_,2.5
_03082_,2.5
_03098_,2.5
_03167_,2.5
_03184_,2.5
_03589_,2.5
_03627_,2.5
_03663_,2.5
_04010_,2.5
_04088_,2.5
_04204_,2.5
_04282_,2.5
_04285_,2.5
_04305_,2.5
_04367_,2.5
_04536_,2.5
_04565_,2.5
_04715_,2.5
_04888_,2.5
_04944_,2.5
_04971_,2.5
_05035_,2.5
_05043_,2.5
_05112_,2.5
_05256_,2.5
_05298_,2.5
_05322_,2.5
_05428_,2.5
_05486_,2.5
_05672_,2.5
_05677_,2.5
_05708_,2.5
u_decod.rs1_data_q\[32\],2.5
net380,2.5
net406,2.5
_00079_,2.465
_00143_,2.465
_00683_,2.465
_00988_,2.46
_01024_,2.42
_02602_,2.415
_02374_,2.4
_03100_,2.4
_05311_,2.4
_05317_,2.4
_05638_,2.4
net520,2.4
_00482_,2.38
_00488_,2.38
_00765_,2.38
_00796_,2.38
_01023_,2.38
_02232_,2.38
_02436_,2.38
_03823_,2.38
net508,2.38
_01036_,2.325
_00316_,2.315
_01981_,2.3
_02250_,2.3
_02591_,2.3
_02678_,2.3
_02774_,2.3
_02865_,2.3
_02997_,2.3
_03043_,2.3
_03131_,2.3
_03744_,2.3
_04244_,2.3
net507,2.3
net521,2.3
net522,2.3
net524,2.3
net525,2.3
net527,2.3
_00605_,2.295
_00091_,2.28
_00110_,2.28
_00111_,2.28
_00118_,2.28
_00129_,2.28
_00134_,2.28
_00141_,2.28
_00181_,2.28
_00183_,2.28
_00186_,2.28
_00202_,2.28
_00207_,2.28
_00218_,2.28
_00235_,2.28
_00245_,2.28
_00261_,2.28
_00270_,2.28
_00278_,2.28
_00285_,2.28
_00290_,2.28
_00303_,2.28
_00313_,2.28
_00335_,2.28
_00356_,2.28
_00367_,2.28
_00370_,2.28
_00387_,2.28
_00392_,2.28
_00395_,2.28
_00412_,2.28
_00419_,2.28
_00434_,2.28
_00437_,2.28
_00440_,2.28
_00483_,2.28
_00535_,2.28
_00537_,2.28
_00545_,2.28
_00551_,2.28
_00569_,2.28
_00571_,2.28
_00609_,2.28
_00619_,2.28
_00653_,2.28
_00658_,2.28
_00705_,2.28
_00725_,2.28
_00728_,2.28
_00730_,2.28
_00739_,2.28
_00794_,2.28
_00811_,2.28
_00819_,2.28
_00832_,2.28
_00868_,2.28
_00873_,2.28
_00885_,2.28
_00896_,2.28
_00905_,2.28
_00907_,2.28
_00908_,2.28
_00923_,2.28
_02143_,2.28
_02752_,2.28
_03151_,2.28
_04327_,2.28
u_decod.rs1_data\[24\],2.28
u_decod.rs1_data\[29\],2.28
u_exe.bu_pc_res\[8\],2.28
u_exe.pc_data_q\[15\],2.28
net449,2.28
_04007_,2.24
_00102_,2.205
_00168_,2.205
_00618_,2.205
_00001_,2.18
_00014_,2.18
_00033_,2.18
_00066_,2.18
_00075_,2.18
_00104_,2.18
_00127_,2.18
_00156_,2.18
_00179_,2.18
_00196_,2.18
_00215_,2.18
_00232_,2.18
_00237_,2.18
_00250_,2.18
_00258_,2.18
_00262_,2.18
_00269_,2.18
_00272_,2.18
_00279_,2.18
_00283_,2.18
_00287_,2.18
_00292_,2.18
_00295_,2.18
_00320_,2.18
_00326_,2.18
_00349_,2.18
_00375_,2.18
_00382_,2.18
_00390_,2.18
_00413_,2.18
_00444_,2.18
_00459_,2.18
_00465_,2.18
_00490_,2.18
_00504_,2.18
_00520_,2.18
_00553_,2.18
_00583_,2.18
_00642_,2.18
_00645_,2.18
_00650_,2.18
_00655_,2.18
_00674_,2.18
_00697_,2.18
_00698_,2.18
_00699_,2.18
_00738_,2.18
_00766_,2.18
_00782_,2.18
_00783_,2.18
_00798_,2.18
_00827_,2.18
_00845_,2.18
_00856_,2.18
_00857_,2.18
_00860_,2.18
_00887_,2.18
_00888_,2.18
_00906_,2.18
_00913_,2.18
_00916_,2.18
_00927_,2.18
_00952_,2.18
_00970_,2.18
_00973_,2.18
_00983_,2.18
_00999_,2.18
_01009_,2.18
_01137_,2.18
_01255_,2.18
_01956_,2.18
_02171_,2.18
_02179_,2.18
_02639_,2.18
_02849_,2.18
_02907_,2.18
_02939_,2.18
_02954_,2.18
_03141_,2.18
_03183_,2.18
_03440_,2.18
_03651_,2.18
_04070_,2.18
_04234_,2.18
u_decod.dec0.operation_o\[4\],2.18
u_decod.rs1_data\[18\],2.18
u_decod.rs1_data\[25\],2.18
net408,2.18
_00009_,2.16
_00010_,2.16
_00078_,2.16
_00080_,2.16
_00109_,2.16
_00120_,2.16
_00135_,2.16
_00165_,2.16
_00177_,2.16
_00271_,2.16
_00274_,2.16
_00284_,2.16
_00309_,2.16
_00322_,2.16
_00401_,2.16
_00405_,2.16
_00410_,2.16
_00426_,2.16
_00448_,2.16
_00455_,2.16
_00558_,2.16
_00581_,2.16
_00590_,2.16
_00608_,2.16
_00656_,2.16
_00663_,2.16
_00690_,2.16
_00695_,2.16
_00707_,2.16
_00715_,2.16
_00727_,2.16
_00733_,2.16
_00749_,2.16
_00791_,2.16
_00809_,2.16
_00841_,2.16
_00846_,2.16
_00863_,2.16
_00865_,2.16
_00901_,2.16
_00902_,2.16
_01065_,2.16
_01439_,2.16
_01854_,2.16
_01918_,2.16
_01941_,2.16
_01969_,2.16
_02050_,2.16
_02203_,2.16
_02333_,2.16
_02336_,2.16
_02347_,2.16
_02421_,2.16
_02556_,2.16
_02663_,2.16
_02804_,2.16
_02867_,2.16
_02900_,2.16
_02957_,2.16
_03005_,2.16
_03007_,2.16
_03047_,2.16
_03195_,2.16
_03214_,2.16
_03351_,2.16
_03363_,2.16
_03419_,2.16
_03453_,2.16
_03510_,2.16
_03622_,2.16
_03654_,2.16
_03671_,2.16
_03733_,2.16
_03756_,2.16
_03779_,2.16
_03850_,2.16
_03876_,2.16
_03884_,2.16
_03885_,2.16
_03902_,2.16
_03956_,2.16
_04039_,2.16
_04072_,2.16
_04084_,2.16
_04098_,2.16
_04155_,2.16
_04193_,2.16
_04199_,2.16
_04212_,2.16
_04218_,2.16
_04219_,2.16
_04243_,2.16
_04252_,2.16
_04309_,2.16
_04349_,2.16
_04419_,2.16
_04603_,2.16
_04744_,2.16
_04857_,2.16
_04868_,2.16
_04912_,2.16
_05000_,2.16
_05074_,2.16
_05227_,2.16
_05267_,2.16
_05274_,2.16
_05324_,2.16
_05445_,2.16
_05449_,2.16
_05455_,2.16
_05484_,2.16
_05510_,2.16
_05515_,2.16
_05658_,2.16
_05675_,2.16
_05713_,2.16
u_decod.dec0.rd_o\[3\],2.16
u_decod.rs1_data\[30\],2.16
u_ifetch.reset_n_q,2.16
net400,2.16
net437,2.16
_03122_,2.095
_01402_,2.065
_01709_,2.06
_01885_,2.06
_02424_,2.06
_02610_,2.06
_02666_,2.06
_02707_,2.06
_03245_,2.06
_03391_,2.06
_03500_,2.06
_04079_,2.06
_04454_,2.06
_04460_,2.06
_04485_,2.06
_04502_,2.06
_04509_,2.06
_04529_,2.06
_04530_,2.06
_04534_,2.06
_04535_,2.06
_04564_,2.06
_04579_,2.06
_04583_,2.06
_04626_,2.06
_04631_,2.06
_04634_,2.06
_04650_,2.06
_04681_,2.06
_04691_,2.06
_04692_,2.06
_04693_,2.06
_04711_,2.06
_04729_,2.06
_04756_,2.06
_04760_,2.06
_04785_,2.06
_04806_,2.06
_04809_,2.06
_04831_,2.06
_04839_,2.06
_04859_,2.06
_04861_,2.06
_04869_,2.06
_04875_,2.06
_04886_,2.06
_04890_,2.06
_04892_,2.06
_04913_,2.06
_04919_,2.06
_04923_,2.06
_04942_,2.06
_04956_,2.06
_04961_,2.06
_04977_,2.06
_04982_,2.06
_05011_,2.06
_05019_,2.06
_05021_,2.06
_05045_,2.06
_05057_,2.06
_05072_,2.06
_05088_,2.06
_05092_,2.06
_05095_,2.06
_05097_,2.06
_05124_,2.06
_05140_,2.06
_05145_,2.06
_05148_,2.06
_05164_,2.06
_05170_,2.06
_05181_,2.06
_05190_,2.06
_05205_,2.06
_05206_,2.06
_05207_,2.06
_05217_,2.06
_05237_,2.06
_05257_,2.06
_05287_,2.06
_05294_,2.06
_05307_,2.06
_05314_,2.06
_05320_,2.06
_05358_,2.06
_05378_,2.06
_05379_,2.06
_05383_,2.06
_05392_,2.06
_05400_,2.06
_05408_,2.06
_05409_,2.06
_05411_,2.06
_05442_,2.06
_05456_,2.06
